Datetime,Open,High,Low,Close,Volume,Adj Close,Prediction,pointpos,Prediction_plot,Portfolio Value,Cumulative Returns,Drawdown
2024-09-24 04:00:00+00:00,63124.01,63140.0,63124.0,63140.0,251799,872,0,63124.0005,1,10000.0,,0.0
2024-09-24 04:01:00+00:00,63140.0,63140.0,63100.0,63108.57,249682,2085,1,63100.0005,1,10002.216814610123,0.000221681461012313,0.0
2024-09-24 04:02:00+00:00,63108.57,63124.0,63108.56,63122.56,242733,1102,0,63108.5605,1,10002.216814610123,0.000221681461012313,0.0
2024-09-24 04:03:00+00:00,63122.56,63122.56,63110.0,63116.55,118543,982,0,63110.0005,1,10002.216814610123,0.000221681461012313,0.0
2024-09-24 04:04:00+00:00,63116.54,63116.55,63087.24,63089.88,141147,1226,0,63087.2405,1,10002.216814610123,0.000221681461012313,0.0
2024-09-24 04:05:00+00:00,63089.87,63106.0,63086.0,63106.0,188512,1300,0,63086.0005,1,10002.216814610123,0.000221681461012313,0.0
2024-09-24 04:06:00+00:00,63105.99,63105.99,63088.01,63088.02,764207,1437,0,63088.0105,1,10002.216814610123,0.000221681461012313,0.0
2024-09-24 04:07:00+00:00,63088.02,63089.91,63076.1,63076.11,216165,650,0,63076.1005,1,10002.216814610123,0.000221681461012313,0.0
2024-09-24 04:08:00+00:00,63076.1,63076.11,63045.09,63045.09,148983,1681,3,63045.0905,1,10006.484547946899,0.00064845479468989,0.0
2024-09-24 04:09:00+00:00,63045.1,63061.49,63045.1,63053.22,95319,641,2,63045.1005,1,10009.463328649374,0.0009463328649372826,0.0
2024-09-24 04:10:00+00:00,63053.23,63068.4,63048.46,63062.01,959575,1462,1,63048.4605,1,10011.047395570486,0.0011047395570484841,0.0
2024-09-24 04:11:00+00:00,63062.01,63076.83,63049.51,63071.99,2808533,1715,0,63049.5105,1,10011.047395570486,0.0011047395570484841,0.0
2024-09-24 04:12:00+00:00,63071.99,63072.02,63064.99,63064.99,379566,424,0,63064.9905,1,10011.047395570486,0.0011047395570484841,0.0
2024-09-24 04:13:00+00:00,63064.99,63065.0,63064.31,63064.5,381886,228,1,63064.3105,1,10012.555453990957,0.001255545399095448,0.0
2024-09-24 04:14:00+00:00,63064.51,63074.0,63064.5,63074.0,453162,621,0,63064.5005,1,10012.555453990957,0.001255545399095448,0.0
2024-09-24 04:15:00+00:00,63074.0,63074.0,63069.46,63070.8,212313,411,0,63069.4605,1,10012.555453990957,0.001255545399095448,0.0
2024-09-24 04:16:00+00:00,63070.81,63070.81,63060.0,63060.0,325363,1036,0,63060.0005,1,10012.555453990957,0.001255545399095448,0.0
2024-09-24 04:17:00+00:00,63060.0,63060.01,63009.09,63023.9,2840663,2295,0,63009.0905,1,10012.555453990957,0.001255545399095448,0.0
2024-09-24 04:18:00+00:00,63023.91,63023.91,62999.9,63015.99,1714440,787,0,62999.9005,1,10012.555453990957,0.001255545399095448,0.0
2024-09-24 04:19:00+00:00,63015.99,63016.0,63002.0,63002.0,354976,1022,0,63002.0005,1,10012.555453990957,0.001255545399095448,0.0
2024-09-24 04:20:00+00:00,63002.0,63002.01,62959.9,62976.0,1574183,1390,3,62959.9005,1,10023.048795263243,0.0023048795263240773,0.0
2024-09-24 04:21:00+00:00,62976.0,62992.41,62971.59,62992.41,1420142,1263,2,62971.5905,1,10030.939317149245,0.003093931714924114,0.0
2024-09-24 04:22:00+00:00,62992.4,63000.0,62992.4,63000.0,185573,384,1,62992.4005,1,10037.626610027344,0.0037626610027339247,0.0
2024-09-24 04:23:00+00:00,63000.0,63042.0,62999.99,63042.0,380495,526,0,62999.9905,1,10037.626610027344,0.0037626610027339247,0.0
2024-09-24 04:24:00+00:00,63041.99,63042.0,63036.0,63036.0,303677,527,1,63036.0005,1,10043.677593769668,0.004367759376966429,0.0
2024-09-24 04:25:00+00:00,63036.01,63080.01,63036.0,63074.0,2565900,1273,0,63036.0005,1,10043.677593769668,0.004367759376966429,0.0
2024-09-24 04:26:00+00:00,63074.0,63074.01,63064.29,63064.3,234554,619,0,63064.2905,1,10043.677593769668,0.004367759376966429,0.0
2024-09-24 04:27:00+00:00,63064.3,63064.3,63059.9,63059.9,63003,317,2,63059.9005,1,10051.972480521526,0.00519724805215227,0.0
2024-09-24 04:28:00+00:00,63059.91,63069.99,63059.9,63068.27,596547,558,1,63059.9005,1,10058.939085394684,0.005893908539468029,0.0
2024-09-24 04:29:00+00:00,63068.26,63111.99,63068.26,63111.98,237576,2586,0,63068.2605,1,10058.939085394684,0.005893908539468029,0.0
2024-09-24 04:30:00+00:00,63111.99,63115.6,63084.01,63084.01,342245,1659,2,63084.0105,1,10061.169833849082,0.006116983384907959,0.0
2024-09-24 04:31:00+00:00,63084.02,63098.71,63084.01,63092.01,121719,902,1,63084.0105,1,10062.125048420701,0.00621250484206981,0.0
2024-09-24 04:32:00+00:00,63092.0,63100.0,63092.0,63098.0,264071,555,0,63092.0005,1,10062.125048420701,0.00621250484206981,0.0
2024-09-24 04:33:00+00:00,63098.0,63098.01,63084.27,63084.28,134214,809,0,63084.2705,1,10062.125048420701,0.00621250484206981,0.0
