Datetime,Open,High,Low,Close,Volume,Adj Close,Prediction,pointpos,Prediction_plot
2024-09-23 14:04:00+00:00,143.17,143.28,143.14,143.26,204616,695,4,143.14049999999997,1
2024-09-23 14:05:00+00:00,143.27,143.37,143.26,143.33,185071,1062,3,143.26049999999998,1
2024-09-23 14:06:00+00:00,143.33,143.41,143.29,143.39,254458,962,2,143.29049999999998,1
2024-09-23 14:07:00+00:00,143.39,143.96,143.34,143.95,537675,1471,1,143.3405,1
2024-09-23 14:08:00+00:00,143.96,144.34,143.95,144.29,896055,2557,1,143.95049999999998,1
2024-09-23 14:09:00+00:00,144.3,144.33,143.97,144.04,455089,1786,3,143.9705,1
2024-09-23 14:10:00+00:00,144.05,144.48,144.05,144.4,1153375,2740,1,144.0505,1
2024-09-23 14:11:00+00:00,144.4,144.51,144.22,144.47,1464549,1969,1,144.2205,1
2024-09-23 14:12:00+00:00,144.48,144.69,144.48,144.54,1653138,2789,0,144.48049999999998,1
2024-09-23 14:13:00+00:00,144.54,144.57,144.19,144.24,501876,1978,1,144.1905,1
2024-09-23 14:14:00+00:00,144.23,144.35,144.2,144.28,1202674,1498,1,144.20049999999998,1
2024-09-23 14:15:00+00:00,144.29,144.29,143.97,144.19,937285,2206,3,143.9705,1
2024-09-23 14:16:00+00:00,144.19,144.3,144.08,144.25,327699,1585,1,144.0805,1
2024-09-23 14:17:00+00:00,144.26,145.17,144.26,145.01,2251717,3529,1,144.26049999999998,1
2024-09-23 14:18:00+00:00,145.01,145.3,144.94,145.24,1207296,2574,0,144.9405,1
2024-09-23 14:19:00+00:00,145.24,145.5,145.0,145.07,1078612,2592,1,145.0005,1
2024-09-23 14:20:00+00:00,145.06,145.26,145.05,145.1,1032324,2240,0,145.0505,1
2024-09-23 14:21:00+00:00,145.11,145.22,144.8,144.88,714034,1741,1,144.8005,1
2024-09-23 14:22:00+00:00,144.88,145.08,144.85,145.07,352994,1458,0,144.85049999999998,1
2024-09-23 14:23:00+00:00,145.08,145.18,144.99,145.05,445160,1372,0,144.9905,1
2024-09-23 14:24:00+00:00,145.05,145.08,144.9,144.97,624017,868,0,144.9005,1
2024-09-23 14:25:00+00:00,144.97,145.05,144.77,144.94,860920,1380,0,144.7705,1
2024-09-23 14:26:00+00:00,144.93,145.0,144.79,144.84,517316,1755,0,144.79049999999998,1
2024-09-23 14:27:00+00:00,144.85,144.93,144.75,144.78,347285,1531,0,144.7505,1
2024-09-23 14:28:00+00:00,144.79,144.84,144.62,144.72,707592,1569,0,144.6205,1
2024-09-23 14:29:00+00:00,144.72,144.86,144.7,144.72,525103,1387,1,144.70049999999998,1
2024-09-23 14:30:00+00:00,144.72,144.85,144.69,144.82,432017,952,0,144.6905,1
2024-09-23 14:31:00+00:00,144.83,144.9,144.46,144.46,435648,1522,1,144.4605,1
2024-09-23 14:32:00+00:00,144.46,144.52,144.23,144.51,547145,1538,0,144.23049999999998,1
2024-09-23 14:33:00+00:00,144.51,144.59,144.31,144.31,420489,1312,0,144.3105,1
2024-09-23 14:34:00+00:00,144.3,144.3,144.0,144.14,966782,1525,0,144.0005,1
2024-09-23 14:35:00+00:00,144.15,144.19,144.02,144.04,416123,1421,0,144.0205,1
2024-09-23 14:36:00+00:00,144.03,144.07,143.81,143.86,731369,1656,1,143.8105,1
2024-09-23 14:37:00+00:00,143.87,144.13,143.87,144.05,458474,1632,0,143.8705,1
2024-09-23 14:38:00+00:00,144.05,144.05,143.18,143.23,2750086,3775,0,143.1805,1
2024-09-23 14:39:00+00:00,143.22,143.4,142.69,142.99,3596497,4707,1,142.6905,1
2024-09-23 14:40:00+00:00,142.99,143.28,142.93,143.13,1316520,2751,1,142.9305,1
2024-09-23 14:41:00+00:00,143.13,143.4,143.13,143.37,602472,1550,0,143.13049999999998,1
2024-09-23 14:42:00+00:00,143.38,143.43,143.08,143.18,386637,1787,0,143.0805,1
2024-09-23 14:43:00+00:00,143.18,143.22,143.01,143.05,379494,1384,2,143.01049999999998,1
2024-09-23 14:44:00+00:00,143.05,143.19,143.0,143.16,505127,1157,1,143.0005,1
2024-09-23 14:45:00+00:00,143.17,143.23,143.04,143.17,496494,1348,1,143.04049999999998,1
2024-09-23 14:46:00+00:00,143.17,143.25,143.11,143.16,361967,936,2,143.1105,1
2024-09-23 14:47:00+00:00,143.17,143.45,143.15,143.45,390684,1164,1,143.1505,1
2024-09-23 14:48:00+00:00,143.46,143.7,143.44,143.6,591747,1430,0,143.4405,1
2024-09-23 14:49:00+00:00,143.6,143.77,143.5,143.58,498140,1379,0,143.5005,1
2024-09-23 14:50:00+00:00,143.57,143.57,143.36,143.36,299772,1333,3,143.3605,1
2024-09-23 14:51:00+00:00,143.37,143.54,143.35,143.54,232978,734,2,143.35049999999998,1
2024-09-23 14:52:00+00:00,143.55,143.71,143.55,143.71,410731,1066,2,143.5505,1
2024-09-23 14:53:00+00:00,143.7,143.98,143.67,143.85,848606,1785,0,143.67049999999998,1
2024-09-23 14:54:00+00:00,143.84,143.84,143.69,143.8,201280,956,0,143.6905,1
2024-09-23 14:55:00+00:00,143.79,143.79,143.6,143.66,345017,1023,2,143.60049999999998,1
2024-09-23 14:56:00+00:00,143.66,143.76,143.61,143.7,448880,1162,1,143.6105,1
2024-09-23 14:57:00+00:00,143.71,143.8,143.67,143.73,334304,700,1,143.67049999999998,1
2024-09-23 14:58:00+00:00,143.73,143.87,143.7,143.71,145217,629,1,143.70049999999998,1
2024-09-23 14:59:00+00:00,143.71,143.75,143.69,143.75,181731,313,0,143.6905,1
2024-09-23 15:00:00+00:00,143.74,143.74,143.48,143.59,405504,912,2,143.48049999999998,1
2024-09-23 15:01:00+00:00,143.59,143.67,143.47,143.49,391360,766,0,143.4705,1
2024-09-23 15:02:00+00:00,143.5,143.53,143.1,143.18,662483,1361,0,143.10049999999998,1
2024-09-23 15:03:00+00:00,143.18,143.28,143.04,143.27,458343,1249,0,143.04049999999998,1
2024-09-23 15:04:00+00:00,143.27,143.27,143.18,143.19,110669,632,0,143.1805,1
2024-09-23 15:05:00+00:00,143.2,143.2,142.95,142.99,667402,1567,0,142.95049999999998,1
2024-09-23 15:06:00+00:00,142.99,142.99,142.74,142.86,1808823,2561,1,142.7405,1
2024-09-23 15:07:00+00:00,142.86,142.96,142.75,142.85,557684,887,0,142.7505,1
2024-09-23 15:08:00+00:00,142.84,142.9,142.76,142.77,263932,797,5,142.76049999999998,1
2024-09-23 15:09:00+00:00,142.76,142.94,142.73,142.94,291800,900,4,142.73049999999998,1
2024-09-23 15:10:00+00:00,142.93,143.0,142.8,143.0,289870,776,3,142.8005,1
2024-09-23 15:11:00+00:00,143.0,143.05,142.9,143.03,229783,596,2,142.9005,1
